transaction_id,timestamp,account_id,linked_momo_account,amount_ghs,transaction_type,channel,counterparty_account,balance_before_ghs,balance_after_ghs,location_region,is_after_hours,income_tier,personal_alert_threshold,label,attack_type
BANK-TXN-728958,2025-11-23 03:49:01.418931,BANK-GH-00399,MOMO-GH-00399,4210.06,momo_link,mobile,BANK-GH-00399,11928.22,7718.16,Western,False,middle,6151.32,0,none
BANK-TXN-878896,2025-11-23 04:08:02.400782,BANK-GH-00144,MOMO-GH-00144,478.15,withdrawal,momo,BANK-GH-00122,1463.4,985.25,Eastern,False,low,1012.95,0,none
BANK-TXN-656754,2025-11-23 04:23:47.457321,BANK-GH-00030,MOMO-GH-00030,3093.47,momo_link,momo,BANK-GH-00297,12146.52,9053.05,Eastern,False,middle,8795.37,0,none
BANK-TXN-484611,2025-11-23 04:32:17.384179,BANK-GH-00312,MOMO-GH-00312,1319.0,withdrawal,momo,BANK-GH-00467,5425.2,4106.2,Eastern,False,low,2263.5,0,none
BANK-TXN-832133,2025-11-23 04:34:50.413552,BANK-GH-00281,MOMO-GH-00281,1572.33,momo_link,atm,BANK-GH-00252,1591.26,18.93,Western,False,low,1996.68,0,none
BANK-TXN-676444,2025-11-23 04:37:38.483633,BANK-GH-00158,MOMO-GH-00158,1711.77,deposit,momo,BANK-GH-00428,4237.37,2525.6,Western,False,middle,2504.16,0,none
BANK-TXN-637898,2025-11-23 05:37:50.480688,BANK-GH-00429,MOMO-GH-00429,1748.89,withdrawal,momo,BANK-GH-00011,5080.69,3331.8,Ashanti,False,low,2135.52,0,none
BANK-TXN-847140,2025-11-23 05:49:52.431796,BANK-GH-00422,MOMO-GH-00422,14540.55,deposit,momo,BANK-GH-00165,23989.46,9448.91,Northern,False,high,23146.29,0,none
BANK-TXN-825150,2025-11-23 06:07:13.452385,BANK-GH-00421,MOMO-GH-00421,1068.46,deposit,internet,BANK-GH-00175,4127.86,3059.4,Western,False,low,1751.73,0,none
BANK-TXN-211669,2025-11-23 06:45:28.441347,BANK-GH-00302,MOMO-GH-00302,1741.94,transfer,momo,BANK-GH-00165,5722.72,3980.78,Eastern,False,low,1908.03,0,none
BANK-TXN-610168,2025-11-23 08:00:59.391472,BANK-GH-00278,MOMO-GH-00278,7265.75,deposit,mobile,BANK-GH-00372,13998.21,6732.46,Upper East,False,high,10308.24,0,none
BANK-TXN-285660,2025-11-23 08:17:35.463990,BANK-GH-00263,MOMO-GH-00263,2733.68,withdrawal,atm,BANK-GH-00352,3766.43,1032.75,Brong-Ahafo,False,middle,4152.51,0,none
BANK-TXN-942918,2025-11-23 08:39:56.417439,BANK-GH-00305,MOMO-GH-00305,6362.13,deposit,internet,BANK-GH-00156,26493.07,20130.94,Volta,False,middle,8905.59,0,none
BANK-TXN-848502,2025-11-23 08:52:08.414636,BANK-GH-00206,MOMO-GH-00206,2441.2,transfer,momo,BANK-GH-00082,6313.3,3872.1,Upper East,False,middle,3313.44,0,none
BANK-TXN-357565,2025-11-23 09:24:20.422172,BANK-GH-00107,MOMO-GH-00107,3376.14,momo_link,atm,BANK-GH-00129,10758.27,7382.13,Ashanti,False,middle,8395.53,0,none
BANK-TXN-359602,2025-11-23 09:51:05.459536,BANK-GH-00313,MOMO-GH-00313,20303.65,momo_link,mobile,BANK-GH-00051,74528.51,54224.86,Volta,False,high,34042.56,0,none
BANK-TXN-719171,2025-11-23 11:18:09.449194,BANK-GH-00060,MOMO-GH-00060,2488.25,momo_link,branch,BANK-GH-00032,20760.18,18271.93,Upper East,False,middle,6403.98,0,none
BANK-TXN-488438,2025-11-23 11:45:00.389785,BANK-GH-00184,MOMO-GH-00184,6036.73,transfer,atm,BANK-GH-00078,19859.91,13823.18,Western,False,middle,7322.31,0,none
BANK-TXN-932923,2025-11-23 12:25:03.415038,BANK-GH-00247,MOMO-GH-00247,1430.0,withdrawal,atm,BANK-GH-00495,3138.76,1708.76,Upper East,False,low,2111.01,0,none
BANK-TXN-538586,2025-11-23 12:37:59.485400,BANK-GH-00410,MOMO-GH-00410,2177.17,transfer,momo,BANK-GH-00417,1179.28,-997.89,Upper East,False,low,2194.38,0,none
BANK-TXN-614335,2025-11-23 13:33:25.473102,BANK-GH-00108,MOMO-GH-00108,5122.94,transfer,branch,BANK-GH-00405,11136.31,6013.37,Upper East,False,middle,7839.99,0,none
BANK-TXN-905292,2025-11-23 13:35:47.475412,BANK-GH-00243,MOMO-GH-00243,786.48,withdrawal,mobile,BANK-GH-00184,3548.2,2761.72,Upper West,False,low,1354.23,0,none
BANK-TXN-552798,2025-11-23 13:40:26.470115,BANK-GH-00458,MOMO-GH-00458,1737.1,withdrawal,momo,BANK-GH-00068,6156.95,4419.85,Upper West,False,low,2361.6,0,none
BANK-TXN-311339,2025-11-23 14:33:00.463145,BANK-GH-00195,MOMO-GH-00195,1577.44,transfer,internet,BANK-GH-00138,5799.68,4222.24,Northern,False,middle,2745.6,0,none
BANK-TXN-152497,2025-11-23 14:53:15.430745,BANK-GH-00389,MOMO-GH-00389,395.31,momo_link,internet,BANK-GH-00215,2639.47,2244.16,Upper East,False,low,1099.05,0,none
BANK-TXN-793722,2025-11-23 14:57:18.410211,BANK-GH-00003,MOMO-GH-00003,1845.89,deposit,atm,BANK-GH-00493,2464.35,618.46,Volta,False,middle,2442.9,0,none
BANK-TXN-944601,2025-11-23 15:04:35.384788,BANK-GH-00115,MOMO-GH-00115,1196.99,momo_link,branch,BANK-GH-00247,6383.72,5186.73,Upper West,False,low,2355.27,0,none
BANK-TXN-778799,2025-11-23 15:32:40.434091,BANK-GH-00465,MOMO-GH-00465,4766.6,deposit,internet,BANK-GH-00260,17057.62,12291.02,Brong-Ahafo,False,middle,7734.0,0,none
BANK-TXN-774132,2025-11-23 16:01:20.398611,BANK-GH-00038,MOMO-GH-00038,1525.52,deposit,mobile,BANK-GH-00096,2730.03,1204.51,Greater Accra,False,low,2293.53,0,none
BANK-TXN-491490,2025-11-23 16:20:29.392724,BANK-GH-00262,MOMO-GH-00262,2639.78,transfer,atm,BANK-GH-00169,3284.85,645.07,Volta,False,middle,4831.17,0,none
BANK-TXN-658922,2025-11-23 17:27:17.470426,BANK-GH-00037,MOMO-GH-00037,1435.49,deposit,branch,BANK-GH-00406,3639.54,2204.05,Volta,False,low,1974.3,0,none
BANK-TXN-389353,2025-11-23 18:00:55.396264,BANK-GH-00393,MOMO-GH-00393,2052.96,deposit,atm,BANK-GH-00296,4058.7,2005.74,Western,False,low,1983.66,0,none
BANK-TXN-316356,2025-11-23 18:08:44.462691,BANK-GH-00311,MOMO-GH-00311,1995.03,transfer,internet,BANK-GH-00117,7423.99,5428.96,Upper West,False,middle,3641.88,0,none
BANK-TXN-995113,2025-11-23 18:32:01.430144,BANK-GH-00454,MOMO-GH-00454,632.33,withdrawal,momo,BANK-GH-00241,3760.42,3128.09,Brong-Ahafo,False,low,1463.01,0,none
BANK-TXN-860997,2025-11-23 19:51:41.469881,BANK-GH-00083,MOMO-GH-00083,15599.54,deposit,mobile,BANK-GH-00264,31191.53,15591.99,Volta,False,high,29728.68,0,none
BANK-TXN-555354,2025-11-23 20:08:11.396895,BANK-GH-00355,MOMO-GH-00355,14691.84,deposit,branch,BANK-GH-00197,79153.61,64461.77,Ashanti,False,high,26379.75,0,none
BANK-TXN-621586,2025-11-23 20:21:04.404035,BANK-GH-00317,MOMO-GH-00317,538.38,withdrawal,mobile,BANK-GH-00485,1882.87,1344.49,Brong-Ahafo,False,low,1194.3,0,none
BANK-TXN-458719,2025-11-23 21:51:05.454200,BANK-GH-00225,MOMO-GH-00225,1209.22,withdrawal,internet,BANK-GH-00068,3517.31,2308.09,Upper West,False,low,1803.69,0,none
BANK-TXN-571452,2025-11-23 22:03:34.447678,BANK-GH-00177,MOMO-GH-00177,1294.17,momo_link,branch,BANK-GH-00191,4962.33,3668.16,Central,False,low,1917.72,0,none
BANK-TXN-212322,2025-11-23 22:13:12.465323,BANK-GH-00463,MOMO-GH-00463,1379.4,deposit,atm,BANK-GH-00150,2574.57,1195.17,Upper East,False,low,2228.25,0,none
BANK-TXN-153682,2025-11-23 23:11:54.451148,BANK-GH-00103,MOMO-GH-00103,6675.79,deposit,momo,BANK-GH-00083,2634.15,-4041.64,Eastern,False,middle,7284.6,0,none
BANK-TXN-755303,2025-11-23 23:27:09.456547,BANK-GH-00360,MOMO-GH-00360,1243.98,deposit,branch,BANK-GH-00195,3077.28,1833.3,Upper East,False,low,2006.07,0,none
BANK-TXN-655628,2025-11-23 23:27:38.484812,BANK-GH-00351,MOMO-GH-00351,5553.11,transfer,mobile,BANK-GH-00013,6118.12,565.01,Ashanti,False,middle,7761.15,0,none
BANK-TXN-192672,2025-11-24 00:11:42.486543,BANK-GH-00119,MOMO-GH-00119,1139.91,withdrawal,atm,BANK-GH-00469,6035.08,4895.17,Upper East,False,low,2388.39,0,none
BANK-TXN-883061,2025-11-24 00:31:52.461645,BANK-GH-00267,MOMO-GH-00267,5414.06,withdrawal,mobile,BANK-GH-00182,19191.68,13777.62,Upper East,False,middle,5823.3,0,none
BANK-TXN-256268,2025-11-24 01:07:59.430907,BANK-GH-00415,MOMO-GH-00415,3103.91,momo_link,momo,BANK-GH-00133,7804.65,4700.74,Upper East,False,middle,4405.8,0,none
BANK-TXN-732984,2025-11-24 01:35:55.424764,BANK-GH-00184,MOMO-GH-00184,4683.76,withdrawal,mobile,BANK-GH-00154,5706.45,1022.69,Western,False,middle,7322.31,0,none
BANK-TXN-756293,2025-11-24 02:22:43.396001,BANK-GH-00413,MOMO-GH-00413,1459.68,deposit,atm,BANK-GH-00376,6055.48,4595.8,Volta,False,low,2106.51,0,none
BANK-TXN-767984,2025-11-24 02:30:33.474272,BANK-GH-00204,MOMO-GH-00204,467.53,withdrawal,internet,BANK-GH-00061,477.96,10.43,Upper East,False,low,1258.74,0,none
BANK-TXN-459042,2025-11-24 03:06:43.420217,BANK-GH-00005,MOMO-GH-00005,5540.58,momo_link,atm,BANK-GH-00389,10078.72,4538.14,Volta,False,middle,7216.23,0,none
BANK-TXN-848085,2025-11-24 03:08:06.433370,BANK-GH-00447,MOMO-GH-00447,2079.78,deposit,internet,BANK-GH-00494,4109.17,2029.39,Brong-Ahafo,False,middle,3549.75,0,none
BANK-TXN-299528,2025-11-24 03:20:00.389985,BANK-GH-00389,MOMO-GH-00389,1113.22,transfer,branch,BANK-GH-00295,1705.45,592.23,Upper East,False,low,1099.05,0,none
BANK-TXN-616508,2025-11-24 03:52:27.482614,BANK-GH-00493,MOMO-GH-00493,4297.14,momo_link,momo,BANK-GH-00009,2886.71,-1410.43,Central,False,middle,6725.64,0,none
BANK-TXN-728074,2025-11-24 04:09:08.418758,BANK-GH-00022,MOMO-GH-00022,2809.07,momo_link,atm,BANK-GH-00002,4001.9,1192.83,Northern,False,middle,5033.34,0,none
BANK-TXN-543721,2025-11-24 04:11:20.402598,BANK-GH-00269,MOMO-GH-00269,873.38,deposit,mobile,BANK-GH-00417,849.1,-24.28,Central,False,low,1347.75,0,none
BANK-TXN-996336,2025-11-24 04:47:25.482822,BANK-GH-00283,MOMO-GH-00283,637.9,momo_link,momo,BANK-GH-00201,1624.52,986.62,Upper East,False,low,1043.07,0,none
BANK-TXN-132715,2025-11-24 06:06:46.402133,BANK-GH-00143,MOMO-GH-00143,1496.53,transfer,internet,BANK-GH-00400,4117.92,2621.39,Central,False,low,2137.02,0,none
BANK-TXN-943721,2025-11-24 06:15:52.400736,BANK-GH-00299,MOMO-GH-00299,7597.96,withdrawal,momo,BANK-GH-00198,13125.49,5527.53,Upper West,False,middle,8858.04,0,none
BANK-TXN-441603,2025-11-24 06:52:59.491344,BANK-GH-00378,MOMO-GH-00378,27576.21,deposit,branch,BANK-GH-00260,125508.74,97932.53,Western,False,high,44729.49,0,none
BANK-TXN-292898,2025-11-24 06:53:19.447964,BANK-GH-00150,MOMO-GH-00150,4350.45,momo_link,branch,BANK-GH-00273,10388.2,6037.75,Volta,False,middle,7304.73,0,none
BANK-TXN-423365,2025-11-24 07:26:52.457426,BANK-GH-00281,MOMO-GH-00281,1781.29,withdrawal,momo,BANK-GH-00126,4779.73,2998.44,Western,False,low,1996.68,0,none
BANK-TXN-743529,2025-11-24 08:09:12.412828,BANK-GH-00241,MOMO-GH-00241,4270.8,deposit,branch,BANK-GH-00114,9712.89,5442.09,Western,False,middle,5819.46,0,none
BANK-TXN-335637,2025-11-24 08:44:29.418469,BANK-GH-00109,MOMO-GH-00109,6625.86,deposit,branch,BANK-GH-00378,15904.23,9278.37,Upper East,False,middle,8621.67,0,none
BANK-TXN-378404,2025-11-24 08:48:46.439843,BANK-GH-00416,MOMO-GH-00416,5595.94,transfer,momo,BANK-GH-00308,12626.77,7030.83,Western,False,middle,6007.29,0,none
BANK-TXN-300982,2025-11-24 08:50:07.480394,BANK-GH-00405,MOMO-GH-00405,2550.81,momo_link,internet,BANK-GH-00272,6473.99,3923.18,Upper West,False,middle,3481.29,0,none
BANK-TXN-410486,2025-11-24 09:03:39.395693,BANK-GH-00466,MOMO-GH-00466,2694.41,momo_link,internet,BANK-GH-00142,10936.43,8242.02,Upper East,False,middle,5162.97,0,none
BANK-TXN-195606,2025-11-24 10:44:27.425342,BANK-GH-00274,MOMO-GH-00274,510.77,withdrawal,momo,BANK-GH-00422,3620.07,3109.3,Eastern,False,low,1904.76,0,none
BANK-TXN-771112,2025-11-24 10:45:20.436095,BANK-GH-00256,MOMO-GH-00256,2877.56,momo_link,mobile,BANK-GH-00313,11680.73,8803.17,Ashanti,False,middle,3684.72,0,none
BANK-TXN-202767,2025-11-24 10:46:54.411642,BANK-GH-00393,MOMO-GH-00393,1487.31,withdrawal,momo,BANK-GH-00072,5188.97,3701.66,Western,False,low,1983.66,0,none
BANK-TXN-589218,2025-11-24 10:51:31.406601,BANK-GH-00360,MOMO-GH-00360,1085.18,momo_link,momo,BANK-GH-00016,2328.32,1243.14,Upper East,False,low,2006.07,0,none
BANK-TXN-908305,2025-11-24 11:49:49.448462,BANK-GH-00259,MOMO-GH-00259,738.74,withdrawal,atm,BANK-GH-00339,2130.42,1391.68,Upper East,False,low,1105.56,0,none
BANK-TXN-409890,2025-11-24 11:58:36.471749,BANK-GH-00279,MOMO-GH-00279,1979.36,momo_link,branch,BANK-GH-00422,5804.79,3825.43,Ashanti,False,middle,2461.17,0,none
BANK-TXN-322623,2025-11-24 12:11:40.458031,BANK-GH-00369,MOMO-GH-00369,1183.2,momo_link,atm,BANK-GH-00084,1224.24,41.04,Upper East,False,low,1637.58,0,none
BANK-TXN-455108,2025-11-24 12:42:15.445532,BANK-GH-00411,MOMO-GH-00411,23169.96,deposit,atm,BANK-GH-00093,123675.7,100505.74,Volta,False,high,39869.46,0,none
